genes	logFC.time1h.treatTg	logFC.time2h.treatTg	logFC.time6h.treatTg	logFC.time24h.treatTg	logCPM	F	PValue	FDR
Ocln	0.0712693626117668	0.690852691841234	-0.0279512204007975	0.255806692711739	2.32591293572018	1.00490798070937	0.418444390846911	0.7642008854116
Rnf214	0.0152600481405766	-0.108628265435877	0.0931300006691458	0.145749506269001	6.59934862485663	1.00480531450559	0.418453543647769	0.7642008854116
Mir668	-1.04699725180685	2.19358300086515	-0.846951395448348	-1.06011607989085	-1.51266511646646	0.994259774379208	0.418468138532729	0.7642008854116
Fcer1g	-0.71092344625728	1.01673527681282	0.633375909477297	-0.467229979658288	-0.0134686735749007	1.00215382071716	0.418475217629882	0.7642008854116
Lipt1	0.199227027550416	0.742872168069859	0.722829980045325	0.469835798235499	2.08590256936661	1.00488191541724	0.41848040005725	0.7642008854116
Uaca	0.0170345100421436	0.0293287097058205	-0.0396130309810056	-0.24254656201165	5.75830223593764	1.00470285692424	0.418505957476479	0.7642008854116
Ddx11	-0.186180844778606	-0.320744489890085	0.13585112363466	-0.202243096047893	4.65136499688903	1.00468627836712	0.418515179395957	0.7642008854116
Trpm6	2.11307683928211	3.09010743458382	3.58040231158481	2.22692950730775	-0.0831169817286009	0.995732909459645	0.418520794334421	0.7642008854116
Alpk1	0.868477970720888	1.14916401243136	1.48275958929572	1.1419406215942	1.11336966422194	1.00505635074463	0.418538066882515	0.7642008854116
Mob1b	-0.0728818167729679	-0.0632697988461071	-0.241083380107158	0.0481404446396798	5.99575682388205	1.00462208666023	0.418547084170182	0.7642008854116
Prg4	2.3119045444652	3.5771243796735	3.7520381318234	3.68551377991276	-0.625254605818474	0.995889402973967	0.41858011854241	0.7642008854116
Inhbc	7.42023587810705	3.16426796162508	5.02574484231188	-1.49455105845435	-1.3700350714675	1.00276043212748	0.418600098944259	0.7642008854116
Mavs	0.448606894409547	0.338383013498872	0.0671018563449358	0.640993072524665	2.62556187097812	1.00444938800385	0.418658791093888	0.7642008854116
Trank1	1.68152559933377	2.51754748268483	1.54674926139673	1.70864972025837	1.10557138212946	1.00362885124847	0.418688324451491	0.7642008854116
Gm4759	-0.0990982782888331	0.505068546861108	0.777511696888933	1.75422879459449	-0.33988243325584	0.999289204254315	0.418704568243573	0.7642008854116
Crb1	0.312521570795184	0.259527817904393	-0.00748975078316819	-0.448389174741524	1.92468177618803	1.00441211999801	0.418733289531755	0.7642008854116
Pzp	3.3849963224459	2.48460909664359	3.85838753502395	1.46416295335809	0.00381547293256079	0.994926598004418	0.418872291710387	0.764388684364022
Qrfpr	6.97953676239196	6.12694026659533	3.21603873228409	0.886561683389658	-1.79270318855889	1.00148363923951	0.418922801454553	0.764414977421467
Tmem183a	-0.119593121864305	0.0693564986838241	0.125439430198823	0.0346190550755386	6.87363737690669	1.00374049377043	0.418996444341173	0.764483473716501
Gm12866	4.74081043363021	0.881444019012429	4.15696039277622	0.401982847960349	-1.80505549661415	0.99943943198103	0.419036828995062	0.764491281849169
A630089N07Rik	-0.22880900503601	0.297210008213676	-0.041580440967999	0.403355924929497	2.66909820665038	1.00353098109543	0.419130224303601	0.764584687321946
6330415B21Rik	-0.866752296838014	-0.329406455201429	0.833319904006034	-0.486887603737564	0.295829688954448	1.00204089388173	0.419160246076941	0.764584687321946
B4galnt2	1.66941569699022	3.8917445417037	2.40861120536993	4.19564035599492	-0.151090226925348	0.99417242550199	0.419275637314119	0.764729291453972
Clcn5	0.143965115650683	-0.143856007429336	0.0824362128025951	0.151717776196685	5.87042773928861	1.00296696143729	0.419391444522763	0.76487462931309
Scarna13	-0.282337976202898	0.485836910054283	-0.302765799393231	0.00237240960574162	2.5860102649722	1.00290988809271	0.419450691810041	0.764879985005615
Tanc2	0.0182763203785393	-0.161262361672214	0.124502787210806	-0.126559523093613	7.59309484704226	1.00281916688825	0.419466628217871	0.764879985005615
Rel	0.0999033313208148	0.0848929897501183	0.178430816238739	-0.202762059161692	4.69595734838251	1.00272413908656	0.419516081054901	0.764904288319683
Slc13a2os	2.04417867060486	3.86707071842111	4.85049289405809	2.03097913195584	-0.794401946856187	0.994870499242975	0.419561051551563	0.764920415494472
2010308F09Rik	0.319906256004494	6.69524265151561	0.181241200521413	2.78002241370694	-2.52331955652904	0.998149910955419	0.419645023034425	0.765007638203263
Ccdc79	0.793570100669988	0.791703659333527	1.55894719073407	0.742537243834487	0.738655156022053	1.00235933305846	0.419787106472615	0.765200774143522
Sptbn1	0.0100346185112704	-0.0682655926165829	-0.203908557152108	-0.197014702521147	8.54902417325456	1.00128519769666	0.420250524902871	0.765979565661823
Nr5a2	6.24844545418131	1.92133590485496	5.42887797462175	3.54299615098256	-1.13435446378568	0.995290253762719	0.420404039203235	0.766181158253659
Tcp10a	1.99195979996928	0.226682604109451	3.02596026877857	0.64951650028991	-0.857073300858686	0.990589508780645	0.420460258019901	0.766181158253659
Esco1	0.014946224414082	0.216014627733923	0.188160486668912	0.0641270207787909	6.19841590945332	1.00085721733882	0.420469682578044	0.766181158253659
Mir341	-0.361776475870191	1.31942136040937	0.069475242592952	-2.14830226591468	-1.18038226751385	0.990711021374726	0.420630817674856	0.766272360384275
Prss30	2.47344726498021	5.80575268759172	7.26387364897341	1.28844820227881	-1.30142899389765	0.996700825705074	0.420636336616624	0.766272360384275
Zbtb17	0.114009383452748	0.562211689885264	0.247494613813814	0.504573493294326	4.13859392008995	1.00047408182052	0.420667658530091	0.766272360384275
Fam179a	2.72022762010564	2.19016987674817	3.16423337802002	-0.0366145900713199	0.627391801918913	0.99271004136644	0.420679382334241	0.766272360384275
Gm16532	1.21014985219192	1.20672958347667	-0.424681033300861	0.440428644988936	-0.209200297383541	0.996210370715708	0.420700679581902	0.766272360384275
Mtpn	-0.034764728759314	-0.145596209452744	-0.203533102619278	0.00542874176259157	8.18084225624002	1.00014739461074	0.420832760657271	0.76639169323202
Timm10b	-0.0457427631978084	0.284424307637004	-0.0367522536398124	0.348854608029124	4.02441750870864	1.00012681466726	0.42084592960085	0.76639169323202
Nt5m	0.336580037097515	-0.133279982013518	0.327828187927642	0.305468611478172	3.17704353038841	1.00006013561054	0.420886063236596	0.76639169323202
Tug1	-0.119994655115432	-0.138808335999156	-0.119812268610018	0.0843722246477861	8.50245116803838	0.999974856316019	0.420921106578276	0.76639169323202
Guca1b	2.64666284335962	4.33093643441538	2.21095661820375	2.63000910368741	-0.720493852473911	0.990653754909998	0.420947170694644	0.76639169323202
Ets1	1.27352432482831	3.01566982089974	2.00240605392052	1.18535255328147	0.408099995149188	0.994668370519431	0.421086400992343	0.766579267011595
Rad51b	0.129927191144293	-0.172985391537685	0.522991536800755	-0.237739865351786	2.3132259664057	0.999289850641147	0.421307867848021	0.766916505658011
Psmd3	-0.00728398466625502	0.135130286119393	-0.162616584290044	0.0541814380708707	6.54048337561497	0.999124533017586	0.421356864635607	0.766939762038541
Slc45a1	0.25704800931697	0.629323327065397	0.35281072413024	-0.00071546296423312	3.78768973744589	0.99861548510528	0.421621200897381	0.767240434280283
Chrna1	2.82970357359031	3.56695851327369	6.67892809127604	1.43366911922519	-0.746246704238867	0.992023259420143	0.421629783240501	0.767240434280283
Gjd3	1.23576296343676	2.33193681068328	1.71786884700369	-0.270459967941322	-0.971284736751556	0.98866898263848	0.421630759104816	0.767240434280283
Muc19	3.45417222297215	3.23307000544335	3.95232949759398	0.804639118414061	0.000786272029078958	0.988793725998286	0.421815962411496	0.76751148819292
Cradd	0.364976739196335	-0.0517197836607824	0.391092973353763	0.693295935580945	1.75987928518921	0.997963674594791	0.422059174415253	0.767880130124131
Vwa1	0.122487069942423	0.892417249962786	-0.428543576302817	-0.191888022367351	1.61561914280329	0.997963019247322	0.422091094479775	0.767880130124131
Irak3	3.3534898377517	1.54877112198887	0.405506073334721	2.56752891063253	-0.841483149366266	0.988818531389498	0.422155177630221	0.767930732916004
Dnph1	0.0847447409304318	0.645716239620989	-0.347150775198956	0.0843320234553541	3.42794572867653	0.997375660888921	0.422260733153991	0.768028582286637
Uros	-0.00256580620549352	0.110536558125933	0.083022745092733	0.344143387301026	4.07776632762698	0.997326391891726	0.422281512939503	0.768028582286637
Gm7609	1.9367153577663	3.40302705605238	2.15009723040117	1.98479397336354	-0.502203607951017	0.989402518349861	0.42231938294465	0.768031487973033
Dnajc15	0.0136210672248002	-0.13537748166683	0.174549828175588	0.317300305371661	3.85059666337914	0.997021381259081	0.422439068691373	0.768167592524407
Scn3b	-0.0361240440645043	-0.240470545551529	-0.0384296004323678	0.180112445731974	3.8669532138189	0.996967239280517	0.422466780719123	0.768167592524407
Baalc	2.15421111955225	2.06708112641044	3.62789306426498	0.0765207357661905	-0.994921634178697	0.990606190270857	0.42260257725818	0.768348529182956
Cnr2	3.07218645126039	3.51373833870165	4.10529729430648	2.43447771221483	-0.641869050906861	0.988115211300444	0.422910301818067	0.76884199628194
