module	Compound	kME_module
green	Mir1955	0.16
green	Pop4	0.15
green	Gm16432	0.12
green	Nelfb	0.10
green	Hacd3	0.04
green	2810001G20Rik	0.00
greenyellow	Acot11	0.92
greenyellow	Ppef2	0.92
greenyellow	Unkl	0.91
greenyellow	Pdzd7	0.90
greenyellow	Usp20	0.90
greenyellow	Pex11g	0.89
greenyellow	Stoml1	0.88
greenyellow	6030419C18Rik	0.88
greenyellow	Acox2	0.88
greenyellow	Dhx37	0.88
greenyellow	Kif21b	0.87
greenyellow	Masp1	0.87
greenyellow	Col14a1	0.87
greenyellow	Bid	0.87
greenyellow	Car6	0.87
greenyellow	Pcsk6	0.86
greenyellow	Ruvbl1	0.86
greenyellow	Polr3e	0.86
greenyellow	Extl1	0.86
greenyellow	Trmt61a	0.86
greenyellow	Zfp862-ps	0.86
greenyellow	Klf15	0.85
greenyellow	Fbxl7	0.85
greenyellow	Mdga1	0.85
greenyellow	Zfp428	0.85
greenyellow	Zfp691	0.84
greenyellow	Saa3	0.84
greenyellow	Exosc6	0.84
greenyellow	Hdac9	0.84
greenyellow	Plcxd1	0.83
greenyellow	D030028A08Rik	0.83
greenyellow	Rrp36	0.83
greenyellow	Hhat	0.83
greenyellow	Fam63a	0.83
greenyellow	Slc19a1	0.83
greenyellow	Exosc5	0.82
greenyellow	Arhgef28	0.82
greenyellow	Enc1	0.82
greenyellow	Rspo1	0.82
greenyellow	Osr2	0.82
greenyellow	Abcc10	0.81
greenyellow	Meis1	0.81
greenyellow	Tcam1	0.81
greenyellow	Ubap1l	0.80
greenyellow	Tmbim1	0.80
greenyellow	Slc25a26	0.80
greenyellow	Pparg	0.80
greenyellow	Rsad1	0.79
greenyellow	Plxna1	0.79
greenyellow	Mitf	0.79
greenyellow	Garem	0.79
greenyellow	Zfp566	0.79
greenyellow	Agpat9	0.79
greenyellow	Bysl	0.78
greenyellow	Rhbdf2	0.78
greenyellow	Cckar	0.78
greenyellow	Zfp532	0.78
greenyellow	1700016K19Rik	0.78
greenyellow	Tysnd1	0.77
greenyellow	AI661453	0.77
greenyellow	Trim68	0.77
greenyellow	Fam83h	0.77
greenyellow	Try5	0.77
greenyellow	Zfp64	0.77
greenyellow	2010016I18Rik	0.77
greenyellow	Adck2	0.76
greenyellow	BC022687	0.76
greenyellow	1110038F14Rik	0.76
greenyellow	Tmco6	0.76
greenyellow	Wash1	0.75
greenyellow	Mettl22	0.75
greenyellow	Mrps18a	0.75
greenyellow	Frmd4b	0.75
greenyellow	Dtx4	0.75
greenyellow	Ccdc177	0.75
greenyellow	Fut1	0.75
greenyellow	Tprn	0.75
greenyellow	Coq5	0.74
greenyellow	Miat	0.74
greenyellow	E030011O05Rik	0.74
greenyellow	Gorasp1	0.74
greenyellow	Fev	0.74
greenyellow	Tmem161a	0.74
greenyellow	1700021K19Rik	0.74
greenyellow	Micall1	0.74
greenyellow	Arhgap39	0.73
greenyellow	Abcb8	0.73
greenyellow	Armc7	0.73
greenyellow	Mad2l1bp	0.73
greenyellow	Fetub	0.72
greenyellow	Helz2	0.72
greenyellow	Mttp	0.72
greenyellow	Stx11	0.71
greenyellow	Gpn2	0.71
greenyellow	Rhbdd3	0.71
greenyellow	Plaur	0.71
greenyellow	Tom1	0.71
greenyellow	Gm15760	0.71
greenyellow	Steap2	0.71
greenyellow	Zc3hc1	0.70
greenyellow	Nop16	0.70
greenyellow	Ddias	0.70
greenyellow	Pih1d1	0.70
greenyellow	Ppp1r14c	0.70
greenyellow	Gadd45g	0.69
greenyellow	Tbc1d22a	0.69
greenyellow	Ube2j2	0.68
greenyellow	Pdgfa	0.68
greenyellow	Fam221a	0.68
greenyellow	Rce1	0.68
greenyellow	Adat1	0.67
greenyellow	Enkd1	0.66
greenyellow	Prph	0.65
greenyellow	Rpusd1	0.65
greenyellow	Slc52a2	0.65
greenyellow	Olfr48	0.64
greenyellow	Frmpd3	0.64
greenyellow	Gbp2	0.64
greenyellow	Bak1	0.63
greenyellow	Rnf125	0.63
greenyellow	Snupn	0.63
greenyellow	Dus2	0.63
greenyellow	Gm4285	0.62
greenyellow	Lamc2	0.62
greenyellow	Lrrc51	0.61
greenyellow	Fam151b	0.61
greenyellow	Med21	0.61
greenyellow	Spns1	0.61
greenyellow	Prpsap1	0.60
greenyellow	Bhlhe40	0.60
greenyellow	Zkscan5	0.60
greenyellow	Slc11a2	0.58
greenyellow	Ticam2	0.58
greenyellow	Timm10	0.58
greenyellow	Vipas39	0.57
greenyellow	Zfp51	0.57
greenyellow	Hcn4	0.56
greenyellow	Nsmce1	0.56
greenyellow	2810454H06Rik	0.56
greenyellow	Wdr60	0.55
greenyellow	Zbtb1	0.52
greenyellow	Map3k10	0.49
greenyellow	Ccdc12	0.48
greenyellow	Rab6b	0.47
greenyellow	Arhgap17	0.46
greenyellow	Polr3h	0.46
greenyellow	Tfap4	0.45
greenyellow	Zfp579	0.44
greenyellow	Bbs10	0.41
greenyellow	AI837181	0.41
greenyellow	Mbd3	0.39
greenyellow	Scn3b	0.38
greenyellow	Pmm2	0.38
greenyellow	Rnaseh2a	0.35
greenyellow	Tgfbr3l	0.22
greenyellow	Agk	0.20
greenyellow	Ssh3	0.15
grey60	Maged1	0.94
grey60	Atp6ap1	0.90
grey60	Lrp10	0.90
grey60	Dap	0.90
grey60	Cd81	0.89
grey60	Pigt	0.89
grey60	Naglu	0.89
grey60	Pigs	0.88
grey60	Man2b2	0.87
grey60	Atp6v0e2	0.87
grey60	Sez6l2	0.87
grey60	Lgmn	0.86
grey60	Cck	0.86
grey60	Tmem184b	0.86
grey60	Gys1	0.85
grey60	Tspan13	0.85
grey60	Eif4ebp2	0.85
grey60	Cox7b	0.85
grey60	Mageh1	0.85
grey60	Capns1	0.83
grey60	Tecr	0.83
grey60	Tcn2	0.83
grey60	Fam114a1	0.81
grey60	Pfn1	0.80
grey60	Emc10	0.80
grey60	C1qtnf6	0.80
grey60	Maged2	0.80
grey60	Naga	0.80
grey60	Rnf26	0.79
grey60	Pom121	0.79
grey60	Unc5a	0.79
grey60	Adipor1	0.79
grey60	Tmem132a	0.79
grey60	Mlf2	0.79
grey60	Got2	0.78
grey60	Tnfsf12	0.78
grey60	Tvp23a	0.77
grey60	Bcap31	0.77
grey60	Abca2	0.77
grey60	Adam15	0.76
grey60	Myadm	0.76
grey60	Slc35b2	0.76
grey60	Crtap	0.75
grey60	Cdh4	0.75
grey60	Copz2	0.75
grey60	Comt	0.74
grey60	Fam210b	0.74
grey60	Grin1	0.72
grey60	P4ha2	0.71
grey60	Chst12	0.71
grey60	Agt	0.71
grey60	Cntn1	0.71
grey60	Mt3	0.70
grey60	Lipa	0.69
grey60	Rac1	0.69
grey60	Wsb2	0.68
grey60	Nrsn1	0.68
grey60	Praf2	0.68
grey60	Cxx1a	0.66
grey60	Ogfod3	0.64
grey60	Eif3h	0.62
lightcyan	Ppp2r3a	0.92
lightcyan	Map9	0.91
lightcyan	Herc4	0.91
lightcyan	Tbcel	0.91
lightcyan	Gramd3	0.89
lightcyan	Arih1	0.89
lightcyan	Sik3	0.89
lightcyan	Dnajc21	0.88
lightcyan	Hivep2	0.88
lightcyan	Nab1	0.88
lightcyan	Kras	0.88
lightcyan	Sik2	0.87
lightcyan	Cep120	0.87
lightcyan	Rab6a	0.87
lightcyan	Sipa1l2	0.87
lightcyan	Smarca5	0.86
lightcyan	Ippk	0.86
lightcyan	Otud4	0.85
lightcyan	Ric8b	0.85
lightcyan	Sp8	0.84
lightcyan	Emd	0.84
lightcyan	Zhx2	0.83
lightcyan	Exog	0.82
lightcyan	Ate1	0.82
lightcyan	Blm	0.81
lightcyan	Rell1	0.81
lightcyan	Akap11	0.81
lightcyan	Ing2	0.81
lightcyan	Phlpp1	0.80
lightcyan	Rab30	0.80
lightcyan	Gdap2	0.80
lightcyan	Agfg1	0.80
lightcyan	Zfp612	0.79
lightcyan	Sgtb	0.79
lightcyan	Nphp4	0.79
lightcyan	Rybp	0.79
lightcyan	Rps6ka3	0.78
lightcyan	Spata7	0.78
lightcyan	Rasa2	0.78
lightcyan	Dbf4	0.77
lightcyan	Pde8a	0.77
lightcyan	Ppfia1	0.77
lightcyan	Kpna1	0.77
lightcyan	Nup107	0.76
lightcyan	Cdc6	0.76
lightcyan	Cry2	0.76
lightcyan	Fam167a	0.75
lightcyan	Ttpal	0.75
lightcyan	Slc2a13	0.75
lightcyan	Map3k2	0.74
lightcyan	Spred2	0.73
lightcyan	Pde10a	0.72
lightcyan	Unc45a	0.72
lightcyan	Srrm4	0.72
lightcyan	Braf	0.72
lightcyan	Mast4	0.72
lightcyan	Socs7	0.72
lightcyan	Gm3558	0.71
lightcyan	Nampt	0.71
lightcyan	Arf2	0.69
lightcyan	Yy1	0.69
lightcyan	Fam214a	0.68
lightcyan	Dennd2c	0.68
lightcyan	Fam76a	0.68
lightcyan	Wipi1	0.67
lightcyan	Zswim6	0.64
lightcyan	Akirin1	0.64
lightcyan	Edc3	0.63
lightcyan	Fam110c	0.62
lightcyan	Lcorl	0.61
lightcyan	Tspyl1	0.61
lightcyan	Zrsr1	0.60
lightcyan	Ubl3	0.58
lightcyan	Bod1	0.57
lightcyan	Mgrn1	0.56
lightcyan	Kif5c	0.55
lightcyan	Vamp4	0.54
lightcyan	Ngfrap1	0.54
lightcyan	Slc25a14	0.52
lightcyan	Zkscan1	0.49
lightcyan	Fam126b	0.40
lightcyan	Fam174b	0.33
lightgreen	Hist1h4f	0.95
lightgreen	Hist1h4h	0.94
lightgreen	Hist1h1d	0.93
lightgreen	Hist1h3c	0.93
lightgreen	Hist1h4a	0.93
lightgreen	Hist3h2a	0.92
lightgreen	Hist1h2ab	0.92
lightgreen	Hist1h2bn	0.91
lightgreen	Hist1h3f	0.90
lightgreen	Hist1h1a	0.90
lightgreen	Hist1h3e	0.90
lightgreen	Hist1h4b	0.89
lightgreen	Hist1h4k	0.89
lightgreen	Hist1h1e	0.89
lightgreen	Lrrc17	0.89
lightgreen	Hist1h2bl	0.88
lightgreen	Hist2h4	0.88
lightgreen	Hist1h2bk	0.88
lightgreen	Hist1h3i	0.88
lightgreen	Hist1h3d	0.87
lightgreen	Hist1h4d	0.86
lightgreen	Hist1h2bf	0.86
lightgreen	Hist1h2be	0.86
lightgreen	Hist1h2bg	0.85
lightgreen	Hist1h2bh	0.85
lightgreen	Hist1h4j	0.84
lightgreen	Hist4h4	0.84
lightgreen	Hist1h2ak	0.84
lightgreen	Hist2h3b	0.83
lightgreen	Hist1h3a	0.83
lightgreen	Hist1h2bb	0.82
lightgreen	Hist1h2ag	0.81
lightgreen	Hist1h4i	0.81
lightgreen	Hist3h2ba	0.80
lightgreen	Id3	0.80
lightgreen	Vps37b	0.79
lightgreen	Phf13	0.79
lightgreen	Plekhh3	0.78
lightgreen	Smad1	0.77
lightgreen	Hist1h4n	0.77
lightgreen	Flrt3	0.76
lightgreen	Ldlr	0.74
lightgreen	Trpc1	0.74
lightgreen	Hist1h3h	0.73
lightgreen	Ypel2	0.71
lightgreen	Nup62	0.71
lightgreen	Cnn3	0.69
lightgreen	Tuft1	0.67
lightgreen	Gfod1	0.67
lightgreen	Apobec1	0.65
lightgreen	Ube2e3	0.59
lightgreen	H2afz	0.59
lightgreen	Dyrk3	0.58
lightgreen	Higd1a	0.48
lightgreen	Gbp3	0.35
lightyellow	Atm	0.95
lightyellow	Nfat5	0.93
lightyellow	Sptbn1	0.92
lightyellow	Cbl	0.91
lightyellow	Vps13c	0.90
lightyellow	Pclo	0.90
lightyellow	Fryl	0.88
lightyellow	Vps13a	0.88
lightyellow	Ncor1	0.87
lightyellow	Myh10	0.86
lightyellow	Baz2b	0.86
lightyellow	Zfp871	0.86
lightyellow	Bmpr2	0.86
lightyellow	Chd6	0.85
lightyellow	Gm15800	0.84
lightyellow	Htt	0.83
lightyellow	Ptpn4	0.83
lightyellow	Zfp292	0.82
lightyellow	Kif1b	0.82
lightyellow	Ubr4	0.81
lightyellow	Tcf4	0.81
lightyellow	Cacna2d1	0.81
lightyellow	Myh9	0.79
lightyellow	Chd4	0.78
lightyellow	Atp11c	0.78
lightyellow	Zmiz1	0.78
lightyellow	Fras1	0.78
lightyellow	Fat4	0.77
lightyellow	Ckap5	0.77
lightyellow	C2cd3	0.77
lightyellow	D830031N03Rik	0.77
lightyellow	Trrap	0.76
lightyellow	Fnip2	0.75
lightyellow	Zfhx4	0.75
lightyellow	Ncor2	0.75
lightyellow	Agl	0.74
lightyellow	Kif13b	0.74
lightyellow	Wnk1	0.73
lightyellow	Zxda	0.72
lightyellow	Helz	0.70
lightyellow	Lpp	0.68
lightyellow	Zbtb41	0.68
lightyellow	Fat1	0.67
lightyellow	Kif1a	0.66
lightyellow	Mecp2	0.66
lightyellow	Prrc2b	0.63
lightyellow	Abi2	0.63
lightyellow	Rlf	0.61
lightyellow	Svil	0.59
magenta	Psd	0.94
magenta	Lrrc16b	0.91
magenta	Gipr	0.90
magenta	Smarcc2	0.90
magenta	Dock9	0.90
magenta	Dna2	0.89
magenta	Map4k2	0.89
magenta	Abcc8	0.89
magenta	Kif12	0.89
magenta	E2f7	0.89
magenta	Rimbp2	0.89
magenta	Taok2	0.88
magenta	Mlxipl	0.88
magenta	Zim1	0.87
magenta	Cit	0.87
magenta	Zmym3	0.87
magenta	Camta2	0.87
magenta	Tmem181b-ps	0.87
magenta	Gria2	0.87
magenta	Phactr4	0.87
magenta	Abca7	0.87
magenta	Mast1	0.87
magenta	Tle2	0.86
magenta	Ush2a	0.86
magenta	Per3	0.86
magenta	Gm5577	0.86
magenta	Ece2	0.86
magenta	Map3k12	0.86
magenta	Nav1	0.85
magenta	Kmt2e	0.85
magenta	Gria4	0.85
magenta	Ankle1	0.85
magenta	4930402H24Rik	0.84
magenta	Nisch	0.84
magenta	Cdc7	0.84
magenta	Peg3	0.83
magenta	Cc2d2a	0.83
magenta	Kcnh6	0.83
magenta	Skp2	0.83
magenta	Rfx6	0.83
magenta	Pkd1	0.83
magenta	Cpt1c	0.82
magenta	Paxip1	0.82
magenta	Phf21a	0.82
magenta	Raver1	0.82
magenta	Amer1	0.82
magenta	Rfx5	0.81
magenta	Gramd1a	0.81
magenta	Nedd4l	0.81
magenta	Insrr	0.81
magenta	Adrbk2	0.80
magenta	Haus5	0.80
magenta	Rnf38	0.80
magenta	Zmynd8	0.80
magenta	Zfhx2	0.80
magenta	Zcchc2	0.79
magenta	Meg3	0.79
magenta	Dnmt3a	0.79
magenta	Cntrob	0.79
magenta	Eml5	0.79
magenta	Unc79	0.78
magenta	Ankrd44	0.78
magenta	Mir124a-1hg	0.78
magenta	Zfhx2os	0.78
magenta	Sepsecs	0.78
magenta	Cspp1	0.78
magenta	Fanca	0.78
magenta	Eps8	0.78
magenta	B430319G15Rik	0.77
magenta	Rbmx	0.77
magenta	Lrch1	0.77
magenta	Crocc	0.77
magenta	Ccdc88c	0.77
magenta	Pax4	0.77
magenta	Arhgef7	0.77
magenta	Kifc2	0.77
magenta	Grik5	0.77
magenta	Smarca4	0.76
magenta	Agbl5	0.76
magenta	Epha1	0.76
magenta	Evl	0.76
magenta	Baz2a	0.76
magenta	Hdac3	0.76
magenta	Myef2	0.76
magenta	Spred3	0.76
magenta	Med12l	0.76
magenta	Tet2	0.75
magenta	Adgrl1	0.75
magenta	Dlgap5	0.75
magenta	Dcbld2	0.75
magenta	Eps15l1	0.75
magenta	Tecpr1	0.75
magenta	Cenpa	0.75
magenta	Rgl2	0.75
magenta	Gmip	0.74
magenta	Pnpla6	0.74
magenta	Prom1	0.74
magenta	Plekhh1	0.74
magenta	Dennd4b	0.74
magenta	Ggt7	0.74
magenta	Lrrn3	0.74
magenta	Ybx2	0.74
magenta	Map4k3	0.74
magenta	Pip5k1c	0.73
magenta	Mtf2	0.73
magenta	Sptbn4	0.73
magenta	Synrg	0.73
magenta	Nrk	0.72
magenta	Arid2	0.72
magenta	2610020H08Rik	0.72
magenta	Msl1	0.72
magenta	Slc44a2	0.72
magenta	Mplkip	0.72
magenta	Kcnc3	0.72
magenta	Fbxl2	0.72
magenta	Lrpprc	0.72
magenta	Cep131	0.72
magenta	S100pbp	0.71
magenta	Cbx7	0.70
magenta	Sh2b3	0.70
magenta	Kifc5b	0.70
magenta	Naa40	0.70
magenta	Ldb1	0.70
magenta	Tns2	0.70
magenta	Kcnt1	0.69
magenta	Prrt2	0.69
magenta	Cacnb2	0.69
magenta	9530091C08Rik	0.69
magenta	Rbm12	0.69
magenta	Dip2a	0.69
magenta	Scml2	0.68
magenta	Dvl3	0.68
magenta	Rere	0.68
magenta	Arhgap21	0.68
magenta	Paupar	0.68
magenta	4930570G19Rik	0.68
magenta	Cobll1	0.68
magenta	Shank1	0.68
magenta	5930430L01Rik	0.68
magenta	Mbd5	0.67
magenta	Prrt1	0.67
magenta	Sapcd2	0.67
magenta	Lincppara	0.67
magenta	Abcc5	0.67
magenta	Rhno1	0.67
magenta	Nova1	0.66
magenta	Ahr	0.66
magenta	Mettl14	0.66
magenta	Phka2	0.66
magenta	Fahd2a	0.66
magenta	Eif4a2	0.66
magenta	Sidt2	0.65
magenta	Ulk3	0.65
magenta	Ddx11	0.65
magenta	Rad54l2	0.65
magenta	Klc1	0.65
magenta	Gm996	0.64
magenta	Ptpdc1	0.64
magenta	Muc2	0.64
magenta	Atrnl1	0.64
magenta	Hsf4	0.63
magenta	Pappa2	0.63
magenta	Tmtc2	0.62
magenta	Hnrnpa2b1	0.62
magenta	Haus4	0.62
magenta	6430411K18Rik	0.62
magenta	Cep152	0.62
magenta	Rassf2	0.61
magenta	Hp1bp3	0.61
magenta	4933406I18Rik	0.61
magenta	Tomm34	0.60
magenta	Smarcd1	0.60
magenta	Fut9	0.60
magenta	Gtse1	0.60
magenta	Zfp827	0.59
magenta	Ino80dos	0.59
magenta	Saal1	0.58
magenta	2010111I01Rik	0.58
magenta	St8sia4	0.58
magenta	Ap1m2	0.58
magenta	Rogdi	0.58
magenta	Foxn3	0.57
magenta	Man2a2	0.57
magenta	Gid8	0.57
magenta	Bmp1	0.57
magenta	Pcmtd1	0.57
magenta	Notch1	0.56
magenta	Pip4k2c	0.56
magenta	2700081O15Rik	0.56
magenta	Pmpca	0.55
magenta	Xiap	0.55
magenta	Deaf1	0.53
magenta	Tsc22d1	0.52
magenta	Casd1	0.52
magenta	Usp12	0.52
magenta	Tmem29	0.52
magenta	Pcdhgb1	0.51
magenta	Pias3	0.50
magenta	Kifap3	0.50
magenta	Soga3	0.50
magenta	Ncoa7	0.50
magenta	Polr2b	0.50
magenta	Tnfrsf22	0.49
magenta	Xylt1	0.49
magenta	Strn	0.48
magenta	Syt9	0.48
magenta	Hnf4g	0.48
magenta	Apobec3	0.47
magenta	Elavl4	0.47
magenta	Obfc1	0.47
magenta	Etnk1	0.46
magenta	Dgcr2	0.46
magenta	E230016M11Rik	0.46
magenta	Cpt1b	0.46
magenta	Eif2ak2	0.45
magenta	Chmp3	0.44
magenta	Tcf3	0.43
magenta	A830082N09Rik	0.43
magenta	Rbm14	0.43
magenta	Zfp934	0.41
magenta	Myo6	0.41
magenta	Ski	0.41
magenta	C130071C03Rik	0.41
magenta	Ifi35	0.39
magenta	Slain2	0.38
magenta	Csnk1g3	0.38
magenta	Kctd12	0.36
magenta	Pcdha3	0.36
magenta	Unc119	0.33
magenta	Zcrb1	0.33
magenta	Gm6548	0.31
magenta	Lnp	0.30
magenta	Hmgb3	0.27
midnightblue	Fam46a	0.96
midnightblue	Dos	0.94
midnightblue	Nap1l5	0.93
midnightblue	Midn	0.93
midnightblue	Nr4a1	0.92
midnightblue	Plk3	0.92
midnightblue	Crem	0.92
midnightblue	Slc25a25	0.92
midnightblue	Fosl2	0.92
midnightblue	Ppat	0.91
midnightblue	Ovol2	0.91
midnightblue	D1Ertd622e	0.91
midnightblue	Sik1	0.91
midnightblue	Diras2	0.90
midnightblue	Spry4	0.90
midnightblue	Nr4a2	0.90
midnightblue	Nr4a3	0.90
midnightblue	Pik3r1	0.89
midnightblue	Dffb	0.89
midnightblue	Zdbf2	0.89
midnightblue	Per1	0.89
midnightblue	Kctd20	0.89
midnightblue	Pde4d	0.89
midnightblue	Errfi1	0.89
midnightblue	C2cd4b	0.88
midnightblue	Irf2bp2	0.88
midnightblue	Fosb	0.88
midnightblue	Nab2	0.88
midnightblue	Cited2	0.88
midnightblue	A830010M20Rik	0.88
midnightblue	Ccsap	0.86
midnightblue	Rap1b	0.86
midnightblue	Trib1	0.86
midnightblue	Cabp1	0.85
midnightblue	Rel	0.85
midnightblue	Irs2	0.85
midnightblue	Tjp2	0.85
midnightblue	Gls2	0.84
midnightblue	Fem1b	0.84
midnightblue	Skil	0.84
midnightblue	Zc3h12c	0.83
midnightblue	C2cd4a	0.83
midnightblue	Bag3	0.83
midnightblue	Egfr	0.83
midnightblue	Dusp5	0.83
midnightblue	Usp38	0.83
midnightblue	Dusp14	0.83
midnightblue	Coq10b	0.82
midnightblue	St18	0.82
midnightblue	Pdp1	0.81
midnightblue	Crybg3	0.81
midnightblue	Akap13	0.81
midnightblue	Inpp5f	0.81
midnightblue	Fam131a	0.81
midnightblue	Cbx4	0.81
midnightblue	Slc23a2	0.81
midnightblue	Abhd2	0.80
midnightblue	Dusp4	0.80
midnightblue	Egr1	0.80
midnightblue	Ppargc1a	0.80
midnightblue	Dusp1	0.79
midnightblue	Fos	0.78
midnightblue	Zfp516	0.78
midnightblue	Spry1	0.77
midnightblue	Ppp6r1	0.77
midnightblue	Fam43a	0.76
midnightblue	Fbxo33	0.76
midnightblue	Maf	0.76
midnightblue	Dclk1	0.74
midnightblue	Tob1	0.74
midnightblue	Ube2o	0.73
midnightblue	Zc3h3	0.73
midnightblue	Tob2	0.73
midnightblue	Baiap2	0.72
midnightblue	Cachd1	0.72
midnightblue	Piga	0.72
midnightblue	Paics	0.72
midnightblue	Tmc7	0.72
midnightblue	Tpm4	0.71
midnightblue	Rnf217	0.70
midnightblue	Dopey2	0.70
midnightblue	Hivep1	0.69
midnightblue	Lrrtm2	0.69
midnightblue	Hymai	0.69
midnightblue	Id1	0.68
midnightblue	Phlda1	0.68
midnightblue	Cdca4	0.68
midnightblue	Trib2	0.67
midnightblue	Rhpn2	0.67
midnightblue	Rgs4	0.67
midnightblue	Rem2	0.66
midnightblue	Atp2b1	0.65
midnightblue	Spag9	0.65
midnightblue	Hist1h3b	0.65
midnightblue	Lrrk2	0.65
midnightblue	Fam160a2	0.64
midnightblue	Junb	0.63
midnightblue	Lct	0.63
midnightblue	Plagl1	0.62
midnightblue	E030024N20Rik	0.62
midnightblue	Ampd2	0.61
midnightblue	Bcor	0.59
midnightblue	Kcnd2	0.59
midnightblue	Btg2	0.58
midnightblue	Glt28d2	0.57
midnightblue	Sun2	0.57
midnightblue	Rimkla	0.56
midnightblue	Rorc	0.56
midnightblue	Unc119b	0.55
midnightblue	Prps1	0.55
midnightblue	Nebl	0.51
midnightblue	Sult4a1	0.51
midnightblue	Pip5k1b	0.43
midnightblue	Ppm1l	0.43
midnightblue	Gch1	0.41
pink	Rab3d	0.93
pink	Cd63	0.92
pink	Rpn2	0.92
pink	Ccng1	0.91
pink	Ftl1	0.91
pink	Rps2	0.91
pink	Chchd10	0.91
pink	Rpl14	0.90
pink	Ctsd	0.90
pink	Rpsa	0.89
pink	Tmed3	0.89
pink	Ddost	0.89
pink	Glrb	0.88
pink	Bscl2	0.88
pink	Eef1g	0.88
pink	Ssr4	0.88
pink	Rpl6	0.88
pink	Nucb1	0.87
pink	Hexb	0.87
pink	Sec61b	0.87
pink	Ganab	0.87
pink	Nomo1	0.87
pink	Gnb2l1	0.87
pink	Spcs1	0.87
pink	Selenof	0.86
pink	Rps7	0.86
pink	Csn3	0.86
pink	Gabarap	0.86
pink	Npdc1	0.86
pink	Rplp0	0.86
pink	Rps3a1	0.86
pink	Rps25	0.85
pink	Swi5	0.85
pink	Igfbp4	0.84
pink	Ak3	0.83
pink	Pld3	0.83
pink	Kdelr1	0.83
pink	BC004004	0.83
pink	G6pdx	0.83
pink	Enpp5	0.83
pink	Ddb1	0.82
pink	Ppib	0.82
pink	Nme1	0.82
pink	Gc	0.82
pink	Atp6v0b	0.82
pink	Tgoln1	0.82
pink	Tmed7	0.82
pink	Smpd1	0.82
pink	Hexa	0.81
pink	Eef1a1	0.81
pink	Sdhc	0.81
pink	Hspb8	0.81
pink	P4hb	0.80
pink	Tpp1	0.80
pink	Rps10	0.80
pink	Tex264	0.80
pink	Rabac1	0.80
pink	Gstp1	0.80
pink	Hspb6	0.80
pink	Ncstn	0.79
pink	Mvb12a	0.79
pink	B3gnt3	0.79
pink	Cers2	0.79
pink	Cops7a	0.79
pink	Rpl7	0.79
pink	Rps5	0.79
pink	Psmb3	0.78
pink	Ergic3	0.78
pink	Rpl31	0.78
pink	Extl2	0.78
pink	Os9	0.78
pink	Pecr	0.78
pink	Cln5	0.77
pink	Itgb5	0.77
pink	Babam1	0.77
pink	Gbe1	0.76
pink	Adgra2	0.76
pink	Laptm4b	0.76
pink	Gaa	0.76
pink	Sgsh	0.76
pink	Creg1	0.76
pink	Scap	0.76
pink	Slc39a1	0.76
pink	Tmem106b	0.76
pink	Mfge8	0.75
pink	Slc10a3	0.75
pink	Lamp2	0.75
pink	Tor2a	0.75
pink	Glmp	0.74
pink	Tmod2	0.74
pink	Tmbim4	0.74
pink	Hcfc1r1	0.74
pink	Slc38a10	0.74
pink	Rpl27	0.74
pink	Nt5c	0.74
pink	Tm9sf1	0.74
pink	Epdr1	0.74
pink	Zdhhc15	0.74
pink	Sgcb	0.74
pink	Ostm1	0.74
pink	Irak1	0.74
pink	Cant1	0.73
pink	Mpv17	0.73
pink	Dad1	0.73
pink	Slc50a1	0.73
pink	Qsox2	0.73
pink	Agpat5	0.73
pink	Itm2c	0.73
pink	Pigq	0.73
pink	Reep5	0.73
pink	Pgls	0.73
pink	Shisa5	0.73
pink	Reep6	0.73
pink	Cstb	0.73
pink	Nudt19	0.73
pink	Gclm	0.73
pink	Ppp1r14b	0.73
pink	Tenm4	0.73
pink	Nrcam	0.73
pink	Gsr	0.72
pink	Pigu	0.72
pink	Perp	0.72
pink	Colgalt1	0.72
pink	Cyb5r4	0.72
pink	Cul7	0.72
pink	Zdhhc13	0.72
pink	Fuca2	0.72
pink	Mrpl23	0.72
pink	Slc6a15	0.72
pink	Ggact	0.72
pink	Slc35b4	0.71
pink	Lamtor5	0.71
pink	Nceh1	0.71
pink	Tmem176b	0.71
pink	Il10rb	0.71
pink	Foxp4	0.71
pink	Nipsnap3b	0.71
pink	Ube2m	0.71
pink	Fam3a	0.71
pink	Atp9a	0.70
pink	Taf10	0.70
pink	Selm	0.70
pink	Nop10	0.69
pink	E430025E21Rik	0.69
pink	Iapp	0.69
pink	Gyg	0.69
pink	Atraid	0.69
pink	Ost4	0.69
pink	Coro1b	0.69
pink	Ndfip2	0.69
pink	Eif3i	0.69
pink	Ky	0.69
pink	Arhgdia	0.69
pink	Tmem19	0.69
pink	Rnpepl1	0.68
pink	Gba	0.68
pink	Slc35a5	0.68
pink	Mettl21a	0.68
pink	Cox6a2	0.68
pink	Ndst1	0.68
pink	Tmem47	0.68
pink	Acp2	0.68
pink	Vegfb	0.67
pink	Txndc17	0.67
pink	Nf2	0.67
pink	Tmem175	0.67
pink	Arxes1	0.67
pink	Chrnb2	0.67
pink	Gnptg	0.67
pink	Slc35a3	0.67
pink	Plp2	0.67
pink	Rpl29	0.67
pink	Galns	0.67
pink	Lypla1	0.67
pink	Psmb2	0.67
pink	Twf1	0.67
pink	Ube3b	0.66
pink	Ptp4a3	0.66
pink	Ap3s1	0.66
pink	Maneal	0.66
pink	Ostn	0.66
pink	Dnajc19	0.66
pink	Tmem165	0.66
pink	Gdap1	0.65
