module	Compound	kME_module
brown	Tmem81	0.92
brown	Tex26	0.92
brown	Mettl8	0.92
brown	Nle1	0.91
brown	Armc6	0.91
brown	Ppp1r3f	0.91
brown	Rab11fip4	0.91
brown	Lipt2	0.91
brown	Slc26a6	0.91
brown	Cenpo	0.91
brown	Tmc6	0.91
brown	3110056K07Rik	0.91
brown	Rdh12	0.90
brown	Igflr1	0.90
brown	Lmntd2	0.90
brown	B230307C23Rik	0.90
brown	Mrm1	0.90
brown	Dnph1	0.90
brown	Hyi	0.90
brown	Rhbdl1	0.90
brown	Txnl4b	0.90
brown	Slc26a11	0.90
brown	Arid3b	0.90
brown	Nek6	0.90
brown	Irx5	0.89
brown	Fbxl6	0.89
brown	Amer3	0.89
brown	Ccdc155	0.89
brown	Capn11	0.89
brown	Esrp2	0.89
brown	Zfp119a	0.89
brown	2810410L24Rik	0.89
brown	Ccdc163	0.89
brown	Sp6	0.89
brown	A730017L22Rik	0.88
brown	Mitd1	0.88
brown	Ggnbp1	0.88
brown	Llph	0.88
brown	Fam161b	0.88
brown	0610012G03Rik	0.88
brown	Efcab11	0.88
brown	Slc45a1	0.88
brown	Wwc2	0.88
brown	Snta1	0.88
brown	Rps19bp1	0.88
brown	Zbtb39	0.87
brown	Icosl	0.87
brown	1110034G24Rik	0.87
brown	Mgme1	0.87
brown	Sfxn5	0.87
brown	Anapc15	0.87
brown	Krtcap3	0.87
brown	Zscan18	0.87
brown	Slc4a4	0.87
brown	Kctd18	0.87
brown	Osbpl3	0.87
brown	Slc35d2	0.87
brown	Styk1	0.87
brown	Wdr46	0.87
brown	Abhd1	0.87
brown	H2-T10	0.86
brown	Gstt2	0.86
brown	Mapk12	0.86
brown	Zfp747	0.86
brown	3010026O09Rik	0.86
brown	Mir1898	0.86
brown	Cmbl	0.86
brown	Nr1h2	0.86
brown	Fam161a	0.86
brown	D330050I16Rik	0.86
brown	Morn1	0.86
brown	Fhod1	0.86
brown	Apip	0.86
brown	Smtn	0.86
brown	Ophn1	0.86
brown	Iars2	0.86
brown	Rasgef1a	0.86
brown	Mccc1	0.86
brown	Ppargc1b	0.86
brown	Ubox5	0.85
brown	Dgka	0.85
brown	Uqcc3	0.85
brown	2610306M01Rik	0.85
brown	Pdss1	0.85
brown	Pdf	0.85
brown	Rpp38	0.85
brown	Ccl27a	0.85
brown	Isoc2b	0.85
brown	Dhdh	0.85
brown	Chchd5	0.85
brown	Lhx6	0.85
brown	Fam69b	0.85
brown	1700056E22Rik	0.85
brown	Polg2	0.85
brown	Ppil3	0.85
brown	Nxt1	0.85
brown	Fan1	0.85
brown	Rpusd3	0.85
brown	Ptdss2	0.84
brown	Mzt2	0.84
brown	2410016O06Rik	0.84
brown	4930481A15Rik	0.84
brown	Bmf	0.84
brown	Med20	0.84
brown	Lrr1	0.84
brown	Hs3st5	0.84
brown	Ccdc85b	0.84
brown	Gm16894	0.84
brown	Shf	0.84
brown	Sfn	0.84
brown	1700003E16Rik	0.84
brown	Cdpf1	0.84
brown	Inppl1	0.84
brown	BC039966	0.84
brown	Wdr83os	0.84
brown	Mapk15	0.84
brown	Fancl	0.84
brown	Wdr20	0.84
brown	Tmem17	0.84
brown	Lrrc27	0.84
brown	Il15ra	0.84
brown	Rbm42	0.84
brown	Zfp511	0.84
brown	Nxpe4	0.84
brown	Csrp2	0.84
brown	Gpr135	0.83
brown	Gdap10	0.83
brown	Pcdhb15	0.83
brown	3110045C21Rik	0.83
brown	A330035P11Rik	0.83
brown	Gpc6	0.83
brown	Rnf225	0.83
brown	Srrd	0.83
brown	6430571L13Rik	0.83
brown	Slc16a13	0.83
brown	Syde2	0.83
brown	Tcp11	0.83
brown	Fam110a	0.83
brown	Zfp473	0.83
brown	Fam57a	0.83
brown	Rfx1	0.83
brown	C130026I21Rik	0.83
brown	Pxn	0.83
brown	Acrbp	0.83
brown	Narfl	0.83
brown	Aasdh	0.83
brown	Phkg2	0.82
brown	Xrcc1	0.82
brown	Prox2	0.82
brown	Bspry	0.82
brown	Cc2d1a	0.82
brown	Bckdhb	0.82
brown	Vav2	0.82
brown	1500011K16Rik	0.82
brown	D3Ertd751e	0.82
brown	Pnma1	0.82
brown	Gm11992	0.82
brown	Flt3l	0.82
brown	Cnbd2	0.82
brown	L3mbtl3	0.82
brown	Afmid	0.82
brown	4930520O04Rik	0.82
brown	Tnfaip3	0.82
brown	4921507P07Rik	0.82
brown	Dph5	0.82
brown	Slc2a6	0.82
brown	3110002H16Rik	0.82
brown	Gm24148	0.82
brown	Isoc2a	0.82
brown	Marchf3	0.82
brown	Gpr137	0.82
brown	Rarg	0.81
brown	Pet100	0.81
brown	Fbxo31	0.81
brown	Inpp5k	0.81
brown	Ccdc40	0.81
brown	Trit1	0.81
brown	Cd68	0.81
brown	Camkk2	0.81
brown	Clec16a	0.81
brown	Gm1943	0.81
brown	Pqlc1	0.81
brown	1700052K11Rik	0.81
brown	Mycn	0.81
brown	Mir7673	0.81
brown	Spata5l1	0.81
brown	Cyp4x1	0.81
brown	Sgk2	0.81
brown	Pusl1	0.81
brown	Pde9a	0.81
brown	Tfb1m	0.81
brown	9230116L04Rik	0.81
brown	Zfp30	0.81
brown	Ftsj2	0.81
brown	Zkscan16	0.81
brown	Grik2	0.81
brown	Smad6	0.80
brown	Oaf	0.80
brown	Tmem104	0.80
brown	C77370	0.80
brown	Hspbap1	0.80
brown	C330013E15Rik	0.80
brown	Snora23	0.80
brown	Slc8b1	0.80
brown	Dnase1l1	0.80
brown	Dusp28	0.80
brown	Dimt1	0.80
brown	Cdyl2	0.80
brown	Tigd5	0.80
brown	Zfp341	0.80
brown	2210404O09Rik	0.80
brown	Ap1g2	0.80
brown	4930558J18Rik	0.80
brown	Pigw	0.80
brown	Tceanc2	0.80
brown	1700007L15Rik	0.80
brown	Ubxn11	0.80
brown	Dfna5	0.80
brown	Mmp11	0.80
brown	6430503K07Rik	0.80
brown	Mok	0.80
brown	Efnb3	0.80
brown	Socs1	0.80
brown	Fgfbp3	0.80
brown	1700030J22Rik	0.80
brown	Wdr18	0.80
brown	Katnal1	0.80
brown	Tyk2	0.80
brown	Oxld1	0.79
brown	Kcnq1	0.79
brown	Atg4b	0.79
brown	AA388235	0.79
brown	Fam171a2	0.79
brown	Nsun7	0.79
brown	Tmem60	0.79
brown	4930539J05Rik	0.79
brown	Snora52	0.79
brown	Prickle3	0.79
brown	Vps9d1	0.79
brown	3110009E18Rik	0.79
brown	Dnajc25	0.79
brown	Tmem120a	0.79
brown	Gm5069	0.79
brown	Axin2	0.79
brown	Ikbke	0.79
brown	Fam219b	0.79
brown	Gm10433	0.79
brown	Parp16	0.79
brown	Wdr78	0.79
brown	Ndufaf1	0.79
brown	Cacng8	0.79
brown	Bend5	0.79
brown	Tmem194b	0.79
brown	Tpd52l1	0.79
brown	Elp6	0.79
brown	Lekr1	0.79
brown	Mybph	0.79
brown	Mdp1	0.79
brown	Camk1	0.78
brown	Mir344-2	0.78
brown	Samd5	0.78
brown	Tmppe	0.78
brown	Fam184b	0.78
brown	Krt222	0.78
brown	5730405O15Rik	0.78
brown	Hira	0.78
brown	Msh5	0.78
brown	Snora3	0.78
brown	Klra5	0.78
brown	Dgcr14	0.78
brown	Rnf113a1	0.78
brown	Nfkbie	0.78
brown	Tanc1	0.78
brown	Ccdc24	0.78
brown	Irf9	0.78
brown	Acsf2	0.78
brown	Mirlet7f-1	0.78
brown	Shtn1	0.78
brown	Aifm2	0.78
brown	Ubiad1	0.78
brown	Zfp712	0.78
brown	Mettl15	0.78
brown	Coq9	0.78
brown	AW551984	0.78
brown	Rbm38	0.78
brown	Ccbl1	0.78
brown	Btbd19	0.77
brown	Mid1	0.77
brown	Smim24	0.77
brown	Kctd6	0.77
brown	Rsg1	0.77
brown	Mir345	0.77
brown	Fbxw4	0.77
brown	0610009L18Rik	0.77
brown	Slc8a3	0.77
brown	Sash1	0.77
brown	4930581F22Rik	0.77
brown	Gm9833	0.77
brown	Lck	0.77
brown	Galnt4	0.77
brown	AI854517	0.77
brown	Cbr4	0.77
brown	Ube2ql1	0.77
brown	Nrp	0.77
brown	Hist1h2bp	0.77
brown	Ager	0.77
brown	Ppil6	0.77
brown	Pxylp1	0.77
brown	Sfxn4	0.77
brown	Acy1	0.77
brown	Shpk	0.77
brown	Vsig10	0.77
brown	Zfp653	0.77
brown	2610035D17Rik	0.77
brown	Creb3l3	0.77
brown	Tro	0.77
brown	Crlf1	0.77
brown	Shisa7	0.77
brown	Dgkq	0.76
brown	Slc2a9	0.76
brown	Tgm5	0.76
brown	Nprl3	0.76
brown	Utp11l	0.76
brown	Amotl2	0.76
brown	Fxyd5	0.76
brown	Kcnn2	0.76
brown	Gpr19	0.76
brown	Mterf4	0.76
brown	Mir7-1	0.76
brown	Osbpl7	0.76
brown	Cd40	0.76
brown	Egfl7	0.76
brown	Zfyve28	0.76
brown	Arhgef10l	0.76
brown	Bok	0.76
brown	Tmem39b	0.76
brown	Arhgdig	0.76
brown	Tnfrsf14	0.76
brown	Mir15a	0.76
brown	Dqx1	0.76
brown	Shmt1	0.76
brown	Fv1	0.76
brown	Taf6l	0.76
brown	Srsf12	0.76
brown	Rfxank	0.76
brown	Pgs1	0.76
brown	Abhd3	0.76
brown	Gfra4	0.76
brown	Lrrc46	0.76
brown	Yae1d1	0.76
brown	B230217O12Rik	0.76
brown	Atg4a	0.76
brown	Rhog	0.76
brown	Rbm3os	0.76
brown	Enthd2	0.76
brown	Tap1	0.76
brown	Mtus1	0.76
brown	Zfp281	0.76
brown	Cfp	0.76
brown	Ppp1r14a	0.76
brown	Foxk1	0.76
brown	Rtbdn	0.76
brown	Bcl9l	0.76
brown	Tmem51os1	0.76
brown	Mir7663	0.76
brown	2310009B15Rik	0.75
brown	Rbpms2	0.75
brown	Crybb3	0.75
brown	9430065F17Rik	0.75
brown	Ago4	0.75
brown	Exoc6	0.75
brown	Spsb1	0.75
brown	Pdcd2l	0.75
brown	Rab40b	0.75
brown	Plekhm1	0.75
brown	Fhl3	0.75
brown	Capn10	0.75
brown	Slc46a1	0.75
brown	Pole3	0.75
brown	Haus8	0.75
brown	Mark1	0.75
brown	Cnot3	0.75
brown	Ppil1	0.75
brown	Zcchc4	0.75
brown	Tmed1	0.75
brown	Snord2	0.75
brown	Gata4	0.75
brown	Comtd1	0.75
brown	Clcn6	0.75
brown	Xdh	0.75
brown	Tbx6	0.75
brown	Efnb1	0.75
brown	Slc9a1	0.75
brown	Dnajc22	0.75
brown	Ulk4	0.75
brown	Plekhh2	0.75
brown	Arsg	0.75
brown	Cgref1	0.75
brown	Sap18	0.75
brown	Dagla	0.75
brown	Lzts1	0.75
brown	Mms19	0.75
brown	Stx4a	0.75
brown	Amh	0.75
brown	Pvt1	0.75
brown	Zcwpw1	0.74
brown	Gm10516	0.74
brown	Ankrd34b	0.74
brown	Sap30bp	0.74
brown	Fdxacb1	0.74
brown	Cdc42se1	0.74
brown	Cahm	0.74
brown	Grasp	0.74
brown	Wdr8	0.74
brown	Dpep1	0.74
brown	Bend6	0.74
brown	Caskin2	0.74
brown	Bin1	0.74
brown	Pisd-ps2	0.74
brown	Etv4	0.74
brown	Vwa1	0.74
brown	2310040G24Rik	0.74
brown	Gpr137b	0.74
brown	A930015D03Rik	0.74
brown	3110057O12Rik	0.74
brown	Eaf2	0.74
brown	2310022A10Rik	0.74
brown	Reln	0.74
brown	Dap3	0.74
brown	Cep72	0.74
brown	Gm12338	0.74
brown	Paqr7	0.74
brown	Gdf10	0.74
brown	Arl16	0.74
brown	Mri1	0.74
brown	Trim13	0.74
brown	Tbcd	0.74
brown	Gm10785	0.74
brown	Erdr1	0.74
brown	Letm2	0.74
brown	Gm17296	0.74
brown	Gm12942	0.74
brown	Tmem241	0.74
brown	Cdo1	0.74
brown	Ttc39aos1	0.74
brown	Myo19	0.74
brown	Proser3	0.73
brown	Map2k7	0.73
brown	2410021H03Rik	0.73
brown	Rdh5	0.73
brown	Mir684-1	0.73
brown	Smim1	0.73
brown	1700029J07Rik	0.73
brown	Tbrg3	0.73
brown	Isg15	0.73
brown	Dyrk1b	0.73
brown	Sned1	0.73
brown	Sirt3	0.73
brown	Prkrip1	0.73
brown	Gpr157	0.73
brown	Pianp	0.73
brown	1700020D05Rik	0.73
brown	Nsun4	0.73
brown	A430033K04Rik	0.73
brown	Gdpd3	0.73
brown	Gm15417	0.73
brown	Kctd16	0.73
brown	2610015P09Rik	0.73
brown	Add2	0.73
brown	Pnkd	0.73
brown	Pigc	0.73
brown	Klf8	0.73
brown	Lima1	0.73
brown	Mrpl1	0.73
brown	Calhm2	0.73
brown	Nmrk1	0.73
brown	Smyd4	0.73
brown	Arhgef10	0.73
brown	Med4	0.73
brown	Fbxl18	0.73
brown	Septin8	0.73
brown	Tnfrsf4	0.72
brown	Ap5b1	0.72
brown	Sptlc1	0.72
brown	Zfp433	0.72
brown	Gm10451	0.72
brown	Fance	0.72
brown	Nfrkb	0.72
brown	Gm38426	0.72
brown	Ecsit	0.72
brown	Dpm1	0.72
brown	Parm1	0.72
brown	Spns2	0.72
brown	Thumpd2	0.72
brown	Gm12216	0.72
brown	Mirlet7d	0.72
brown	1700029I15Rik	0.72
brown	Map3k8	0.72
brown	Zfp583	0.72
brown	Slc27a1	0.72
brown	Snord45b	0.72
brown	Idnk	0.72
brown	Dnajc16	0.72
brown	Tomm6os	0.72
brown	4933407K13Rik	0.72
brown	Polr2i	0.72
brown	Sfmbt2	0.72
brown	Galt	0.72
brown	Timm10b	0.72
brown	Tep1	0.72
brown	Vegfc	0.72
brown	Snhg18	0.72
brown	Med31	0.72
brown	Fbxo48	0.72
brown	Kcnu1	0.71
brown	Cgrrf1	0.71
brown	Gm20219	0.71
brown	Ncs1	0.71
brown	Rgma	0.71
brown	Rassf10	0.71
brown	AF357399	0.71
brown	Zfp574	0.71
brown	Tssk4	0.71
brown	Tarbp2	0.71
brown	Arhgef25	0.71
brown	Spats1	0.71
brown	Cdkl3	0.71
brown	1700112J16Rik	0.71
brown	Gm2560	0.71
brown	Dpp9	0.71
brown	Hist1h2ah	0.71
brown	Sipa1	0.71
brown	Hscb	0.71
brown	Wdr54	0.71
brown	Trim9	0.71
brown	4933432K03Rik	0.71
brown	Rhod	0.71
brown	Zfp74	0.71
brown	Ninl	0.71
brown	Fam149b	0.71
brown	Rnpep	0.71
brown	Trim67	0.71
brown	Ppox	0.71
brown	Dixdc1	0.71
brown	Fadd	0.71
brown	Elfn2	0.71
brown	Mblac2	0.71
brown	Mon1a	0.71
brown	Malsu1	0.71
brown	Serpinb1c	0.71
brown	Thtpa	0.71
brown	Cd3eap	0.70
brown	Bcl6	0.70
brown	5830417I10Rik	0.70
brown	Shc3	0.70
brown	Pomc	0.70
brown	C030006K11Rik	0.70
brown	Ptges3l	0.70
brown	Pgap3	0.70
brown	2700054A10Rik	0.70
brown	Phf11c	0.70
brown	Nif3l1	0.70
brown	Cog4	0.70
brown	Nudt13	0.70
brown	Serping1	0.70
brown	Gm14057	0.70
brown	Aptx	0.70
brown	Ipo13	0.70
brown	Ublcp1	0.70
brown	Taf3	0.70
brown	Dolpp1	0.70
brown	Pklr	0.70
brown	A230056P14Rik	0.70
brown	Dok4	0.70
brown	Zfp36	0.70
brown	Zkscan2	0.70
brown	Adhfe1	0.70
brown	Lenep	0.70
brown	4921536K21Rik	0.70
brown	Ankrd42	0.70
brown	Armcx5	0.70
brown	9430091E24Rik	0.69
brown	Tmem198b	0.69
brown	Fbxo30	0.69
brown	Rnf41	0.69
brown	Scn2a1	0.69
brown	Zfp418	0.69
brown	Hk1	0.69
brown	Slc2a4rg-ps	0.69
brown	Mgat1	0.69
brown	Dok6	0.69
brown	Mcrs1	0.69
brown	Gm4532	0.69
brown	Gal3st1	0.69
brown	Mapkap1	0.69
brown	BC030499	0.69
brown	Neurl3	0.69
brown	Oas1c	0.69
brown	Ptrh1	0.69
brown	Ctf1	0.69
brown	B230217C12Rik	0.69
brown	Hs6st2	0.69
brown	B4galnt4	0.69
brown	Snora61	0.69
brown	Tomm40l	0.69
brown	Cd46	0.69
brown	Rcn1	0.69
brown	9430038I01Rik	0.69
brown	Fam160b2	0.69
brown	Tmem143	0.69
brown	Thap3	0.69
brown	Vmn2r29	0.69
brown	Zfp354b	0.69
brown	Ache	0.69
brown	Cherp	0.69
brown	Gpank1	0.68
brown	1810041L15Rik	0.68
brown	Nek8	0.68
brown	Tbx1	0.68
brown	Tcirg1	0.68
brown	Sntg2	0.68
brown	Zfp455	0.68
brown	Tpd52l2	0.68
brown	1700105P06Rik	0.68
brown	1110020A21Rik	0.68
brown	Psmc3ip	0.68
brown	Wdr70	0.68
brown	Mgat4b	0.68
brown	Ncaph2	0.68
brown	9030617O03Rik	0.68
brown	Mxd4	0.68
brown	Supt7l	0.68
brown	Pus7l	0.68
brown	Fam101b	0.68
brown	Kitl	0.68
brown	Bloc1s3	0.68
brown	Cyb561d2	0.68
brown	Poc1b	0.68
brown	Rasgrf2	0.68
brown	Mrps18c	0.68
brown	Sft2d1	0.68
brown	Swt1	0.68
brown	Trex1	0.68
brown	Gpr45	0.68
brown	5730408K05Rik	0.68
brown	Naa10	0.68
brown	Epb4.1l5	0.68
brown	Gpr21	0.68
brown	Tomm40	0.68
brown	Galnt12	0.68
brown	Eml3	0.68
brown	Ccdc173	0.68
brown	Mettl21b	0.68
brown	Hdhd2	0.68
brown	Exoc1	0.68
brown	BC031361	0.68
brown	Tbc1d17	0.67
brown	Cox18	0.67
brown	Pced1b	0.67
brown	Ppwd1	0.67
brown	Pef1	0.67
brown	Inadl	0.67
brown	Pld5	0.67
brown	Prr7	0.67
brown	Morn4	0.67
brown	Zfp710	0.67
brown	Mylpf	0.67
brown	Ccnk	0.67
brown	Dgkk	0.67
brown	Irf3	0.67
brown	Gpc3	0.67
brown	Smug1	0.67
brown	2410004B18Rik	0.67
brown	Gm1673	0.67
brown	Rgs20	0.67
brown	Inpp5j	0.67
brown	Tm2d3	0.67
brown	Hoga1	0.67
brown	Bcas3	0.67
brown	Rsl1	0.67
brown	Lrriq3	0.67
brown	R3hdm2	0.67
brown	Leng9	0.67
brown	Gpatch2	0.67
brown	Gm12238	0.67
brown	Gltscr1	0.67
brown	Mfsd9	0.67
brown	Ssu72	0.67
brown	Chml	0.67
brown	Itpripl1	0.67
brown	Yy2	0.66
brown	B4galt4	0.66
brown	Unk	0.66
brown	1700024F13Rik	0.66
brown	Tlr5	0.66
brown	Ccdc171	0.66
brown	Rell2	0.66
brown	Csrnp1	0.66
brown	Osgin1	0.66
brown	4932416H05Rik	0.66
brown	Rnf25	0.66
brown	Kin	0.66
brown	Bicc1	0.66
brown	Trappc6a	0.66
brown	Hpcal1	0.66
brown	Faap24	0.66
brown	4930579K19Rik	0.66
brown	Tradd	0.66
brown	Mir5133	0.66
brown	Galnt10	0.66
brown	Mcm3ap	0.66
brown	R74862	0.66
brown	Aprt	0.66
brown	Sphk2	0.66
brown	Spire1	0.66
brown	A730090N16Rik	0.66
brown	Tfcp2l1	0.65
brown	Mafb	0.65
brown	Acyp1	0.65
brown	AI597479	0.65
brown	4930429B21Rik	0.65
brown	Cacnb3	0.65
brown	Cecr5	0.65
brown	Nfyc	0.65
brown	Pex12	0.65
brown	Ralbp1	0.65
brown	Snrk	0.65
brown	Mrps6	0.65
brown	Lrp2bp	0.65
brown	Slc39a2	0.65
brown	Naip5	0.65
brown	Smox	0.65
brown	AW146154	0.65
brown	B130034C11Rik	0.65
brown	Il17rc	0.65
brown	Lgals12	0.65
brown	Lrrc75b	0.65
brown	Nek3	0.65
brown	Slc16a7	0.65
brown	Bbs1	0.65
brown	Zdhhc1	0.65
brown	Fam35a	0.65
brown	Abt1	0.65
brown	Cpn1	0.65
brown	Pkn1	0.65
brown	1700096K18Rik	0.65
brown	Nfs1	0.65
brown	Ube2e2	0.65
brown	Arhgef6	0.65
brown	Grem1	0.65
brown	Rsu1	0.65
brown	Pop7	0.65
brown	Rps27	0.65
brown	Vps11	0.65
brown	Phpt1	0.65
brown	BB557941	0.65
brown	Phc1	0.64
brown	Xaf1	0.64
brown	5330426P16Rik	0.64
brown	Lrrc47	0.64
brown	Wwox	0.64
brown	1700003M07Rik	0.64
brown	Fbxo9	0.64
brown	Pabpc5	0.64
brown	Snora65	0.64
brown	2810047C21Rik1	0.64
