"gene"	"DMSO_0h"	"DMSO_1h"	"DMSO_24h"	"DMSO_2h"	"DMSO_6h"	"Tg_0h"	"Tg_1h"	"Tg_24h"	"Tg_2h"	"Tg_6h"
"Ceacam1"	4.66936336567314	4.69941836264733	4.65858558719476	4.55993633787024	4.55053009671804	4.66936336567314	4.76357371345838	4.57211817163164	4.59167111203206	4.22145049632409
"Ceacam10"	-3.07166929723441	-1.43835375856318	-1.19189636368305	-1.23063065073905	-0.77735535701854	-3.07166929723441	-0.00738382730504638	-2.71912117499481	0.0947292821171554	-0.869788015382468
"Ceacam12"	-3.93097600210637	-2.97216431106571	-3.93097600210638	-2.99348415299737	-3.93097600210637	-3.93097600210637	-1.38987738893407	-3.93097600210638	-0.892984020333519	-2.90789792355223
"Ceacam15"	-3.93097600210637	-3.15348625552401	-3.64586409164942	-3.22428484010026	-3.56054831975651	-3.93097600210637	-1.57416266422609	-3.93097600210638	-1.8466535589976	-2.61979316280975
"Ceacam16"	-2.98074428413533	-2.66947727040706	-3.54880764553468	-2.48049133771654	-3.93097600210637	-2.98074428413533	0.794729801836404	-3.06045971909902	0.668522291838459	-0.611203079225716
"Ceacam18"	-3.93097600210637	-3.04063901373705	-3.93097600210638	-3.52237327205651	-3.93097600210637	-3.93097600210637	-1.35025472836422	-3.13265262297178	0.362778170474789	-1.17515375601189
"Ceacam19"	-2.61083303725352	-2.7865078027974	-3.16484579424078	-2.30972674762928	-3.93097600210637	-2.61083303725352	-0.399454268251361	-2.83047254487957	0.0767165705699439	0.112873995726872
"Ceacam2"	-3.06964163795186	-3.58451497314828	-3.13537522753616	-1.11983888766707	-2.09789806533992	-3.06964163795186	-0.959366708046817	-2.75055685055834	0.168920247728284	-0.735685473560912
"Ceacam20"	-2.54714937867702	-3.93097600210637	-3.54701415081248	-2.69565817347871	-3.77148277861214	-2.54714937867702	0.0366681812520611	-3.32091830692775	1.13961806237117	-0.438763970883296
"Ceacam3"	-3.93097600210637	-3.53380640203966	-3.48101756257858	-3.22428484010026	-3.77372542160328	-3.93097600210637	-2.39946862947296	-3.53507481562726	-0.373776804835624	-0.896539521424858
"Ceacam5"	-3.93097600210637	-3.93097600210637	-3.7666499522578	-3.09516916911095	-3.30082111604509	-3.93097600210637	-1.69387488079563	-3.93097600210638	-0.92344165220967	-1.03563390187482
"Ceacam9"	-2.75383164348903	-3.56211878403106	-3.93097600210638	-2.94971128240055	-3.93097600210637	-2.75383164348903	-0.787197163749044	-3.26650682203128	-0.169220991923673	-0.701324184976938
"Cebpa"	-1.00431258493178	-1.19693772863882	-1.55191052570479	-2.87256435847132	-1.77810476044635	-1.00431258493178	1.00059612820785	0.727242831192555	0.72382448517439	1.24046996785089
"Cebpb"	3.00221614214198	3.21122746891216	3.02418913079248	2.88408391420868	3.32860315748529	3.00221614214198	3.74448447392395	5.73506795360526	3.91866628937279	5.18860882342697
"Cebpd"	2.1751932517875	2.59811305020367	1.75292198444677	2.04974808514596	2.14229240575473	2.1751932517875	3.75560583518284	2.32293676299758	3.12072543635786	2.34891550434986
"Cebpe"	-3.54256470241207	-2.71507658912764	-3.54880764553468	-2.4499418321466	-3.65541994728202	-3.54256470241207	0.0335538915511869	-2.8359064521185	-0.66721020338986	0.188926328742594
"Cebpg"	6.75294222706671	6.81133635214847	6.78586234526921	6.79712987933073	6.78507072499807	6.75294222706671	6.83958436059495	8.54924680898951	7.41680347154748	8.46331709492208
"Cebpz"	5.68760480341566	5.80746071432673	5.70570395284247	5.73719513971914	5.76463325689225	5.68760480341566	5.55269838009662	6.45646248624583	5.8729739012035	6.17338279334963
"Cebpzos"	3.19530362093081	3.13740281037082	3.39242937880542	3.36153978748799	3.34977050052776	3.19530362093081	3.2491201922063	3.38396039799942	3.34907525889385	3.60476846195236
"Cecr2"	-0.743964281718404	-1.23994416709076	-1.31919759772533	-2.02897702362079	-1.27200044620329	-0.743964281718404	0.618439504452133	-0.215854879545471	1.82425213553623	0.821618478059927
"Cecr5"	3.94071035777947	3.98039812838874	3.9035767269818	3.56175567619939	3.84664546792753	3.94071035777947	3.90336389671205	4.14086561190318	3.87326067023381	3.7378637337026
"Cecr6"	3.17877660037523	2.89687564216727	3.11656660125245	2.90124482605748	3.06975251201726	3.17877660037523	3.35479172546205	2.23880856282707	3.25305582563752	3.2984150783211
"Cel"	-3.54256470241207	-2.81288798203664	-3.3249295298445	-2.4499418321466	-2.92454348717172	-3.54256470241207	0.169534412702791	-1.66324005804042	1.1456024389944	-0.497887305906295
"Cela1"	-1.11977949621653	-1.8971762103086	-1.57930183107236	-0.919370706138175	-3.65541994728202	-1.11977949621653	-0.162372551804266	-2.17178855345019	0.723243002604789	0.464534241912786
"Cela2a"	-2.7286603652726	-3.93097600210637	-3.76759302658047	-2.74771537838674	-3.48134439593539	-2.7286603652726	-0.363636413336222	-3.4526349850597	-0.0293241164978762	-1.34153772207755
